tim_1;tim_2;kondisi_team1_player1;kondisi_team1_player2;kondisi_team2_player1;kondisi_team2_player2;score
Wawo/Wirawan;David/Moel;Sehat;Sehat;Cedera;Pemulihan;'2-1
Angga/Moel;Eka/Dennis;Pemulihan;Sehat;Sehat;Pemulihan;'2-1
Moel/Arya;Wirawan/Dennis;Sakit;Sakit;Cedera;Sehat;'2-1
Angga/Wirawan;Arya/Wawo;Cedera;Sehat;Pemulihan;Pemulihan;'2-1
Dennis/Wirawan;David/Eka;Sakit;Cedera;Pemulihan;Sakit;'2-0
Eka/Arya;Dennis/David;Sakit;Sakit;Sehat;Pemulihan;'2-0
Arya/Angga;Eka/Moel;Pemulihan;Cedera;Cedera;Pemulihan;'2-1
Angga/Arya;Wirawan/David;Pemulihan;Cedera;Pemulihan;Cedera;'2-1
Moel/Eka;Angga/David;Sakit;Sakit;Cedera;Sehat;'0-2
Arya/Dennis;Wirawan/David;Sehat;Pemulihan;Sakit;Cedera;'0-2
Dennis/Moel;Arya/David;Sakit;Cedera;Pemulihan;Pemulihan;'2-1
Arya/Dennis;David/Angga;Pemulihan;Cedera;Sehat;Sakit;'2-1
Arya/Wirawan;Angga/Moel;Cedera;Cedera;Sehat;Sakit;'2-1
Angga/Wawo;Arya/Dennis;Sakit;Cedera;Sehat;Cedera;'1-2
Wirawan/Wawo;Eka/Dennis;Sakit;Cedera;Cedera;Sakit;'2-1
Angga/Moel;Wawo/Eka;Sakit;Pemulihan;Sehat;Pemulihan;'2-1
David/Angga;Arya/Dennis;Cedera;Sakit;Cedera;Sakit;'0-2
Wawo/David;Eka/Dennis;Sehat;Pemulihan;Sehat;Cedera;'1-2
Arya/David;Dennis/Wawo;Pemulihan;Sakit;Sehat;Cedera;'2-0
Angga/Wirawan;David/Eka;Sehat;Sehat;Sehat;Cedera;'2-1
Moel/David;Wirawan/Arya;Pemulihan;Cedera;Pemulihan;Pemulihan;'0-2
Moel/Angga;David/Eka;Sakit;Sehat;Sehat;Cedera;'2-1
Wirawan/Arya;Dennis/Wawo;Pemulihan;Pemulihan;Sakit;Sakit;'1-2
David/Dennis;Angga/Wawo;Sehat;Sakit;Sehat;Cedera;'1-2
Moel/Wawo;Wirawan/David;Sakit;Pemulihan;Sehat;Pemulihan;'2-0
Moel/Eka;Arya/Dennis;Cedera;Sehat;Sehat;Pemulihan;'2-0
Eka/Arya;Angga/Moel;Sakit;Sakit;Sehat;Sehat;'2-0
Dennis/Wirawan;Wawo/David;Pemulihan;Pemulihan;Sehat;Sakit;'2-1
Moel/Angga;David/Arya;Sehat;Sakit;Sehat;Cedera;'2-1
Dennis/Arya;Wirawan/Wawo;Pemulihan;Sakit;Sakit;Sakit;'0-2
Arya/Wirawan;Dennis/Angga;Pemulihan;Cedera;Cedera;Cedera;'2-1
David/Moel;Angga/Arya;Pemulihan;Cedera;Sehat;Cedera;'2-1
Arya/Angga;David/Eka;Sehat;Sakit;Cedera;Sehat;'0-2
Angga/David;Wirawan/Wawo;Pemulihan;Sakit;Sehat;Sehat;'2-0
Dennis/Arya;Moel/David;Pemulihan;Pemulihan;Sehat;Pemulihan;'0-2
Arya/David;Angga/Wirawan;Sakit;Sakit;Sakit;Cedera;'2-1
Eka/Arya;Moel/Dennis;Sakit;Sehat;Sehat;Pemulihan;'2-1
Wirawan/Arya;David/Moel;Sakit;Sakit;Sakit;Sehat;'1-2
Angga/Dennis;Wirawan/David;Pemulihan;Cedera;Pemulihan;Sakit;'2-1
Arya/Angga;Wawo/Moel;Pemulihan;Cedera;Sakit;Cedera;'2-1
Wirawan/Moel;Wawo/Dennis;Pemulihan;Pemulihan;Sakit;Pemulihan;'2-0
Wawo/Wirawan;Arya/Angga;Pemulihan;Sakit;Pemulihan;Sehat;'0-2
Wawo/Arya;Angga/Dennis;Sehat;Cedera;Sakit;Cedera;'0-2
David/Eka;Wawo/Moel;Sakit;Sakit;Pemulihan;Cedera;'0-2
David/Arya;Dennis/Angga;Cedera;Sakit;Cedera;Pemulihan;'0-2
Moel/Arya;David/Angga;Cedera;Sakit;Pemulihan;Sehat;'2-1
Wirawan/Wawo;David/Moel;Sakit;Sakit;Sehat;Pemulihan;'1-2
Dennis/Eka;Wawo/Angga;Pemulihan;Sehat;Cedera;Sehat;'0-2
Angga/Dennis;Wawo/Wirawan;Sehat;Sehat;Cedera;Pemulihan;'0-2
Arya/David;Wawo/Dennis;Sehat;Sakit;Cedera;Sakit;'2-1
Moel/David;Angga/Dennis;Pemulihan;Pemulihan;Cedera;Sakit;'2-1
David/Dennis;Eka/Wirawan;Pemulihan;Sakit;Sehat;Pemulihan;'2-1
Wawo/Wirawan;Dennis/Angga;Sehat;Sehat;Sehat;Pemulihan;'1-2
Moel/Eka;Angga/Wirawan;Sehat;Pemulihan;Sehat;Sakit;'0-2
Arya/Wawo;Eka/David;Sehat;Sehat;Sakit;Sakit;'2-0
Wirawan/Angga;David/Arya;Sakit;Sehat;Sehat;Pemulihan;'2-0
Angga/David;Eka/Wawo;Sakit;Sehat;Sehat;Pemulihan;'2-0
Eka/Wirawan;Moel/Wawo;Pemulihan;Cedera;Sehat;Sehat;'2-0
Moel/David;Wawo/Dennis;Sakit;Sakit;Cedera;Cedera;'2-0
Angga/Wawo;Eka/Dennis;Cedera;Sakit;Sehat;Sakit;'2-0
Angga/Eka;Wirawan/Moel;Sehat;Sehat;Sakit;Sehat;'2-0
Eka/Moel;Dennis/Wirawan;Sakit;Sakit;Sehat;Sakit;'0-2
Moel/Arya;Wirawan/Wawo;Sehat;Pemulihan;Pemulihan;Pemulihan;'0-2
Eka/Wawo;Angga/David;Cedera;Sakit;Sehat;Sakit;'2-1
David/Wawo;Angga/Arya;Sakit;Pemulihan;Sehat;Pemulihan;'2-0
David/Wirawan;Arya/Eka;Pemulihan;Sehat;Pemulihan;Cedera;'2-0
Wirawan/Angga;Arya/Moel;Pemulihan;Sehat;Sakit;Sakit;'2-0
Wirawan/Wawo;Arya/Moel;Cedera;Sakit;Cedera;Sehat;'2-0
Wawo/Arya;Dennis/Moel;Pemulihan;Sakit;Sakit;Sakit;'0-2
Angga/Arya;David/Moel;Sakit;Sakit;Pemulihan;Sakit;'0-2
Wirawan/Arya;Wawo/Dennis;Cedera;Pemulihan;Sehat;Sakit;'2-1
Moel/Wawo;Dennis/Angga;Pemulihan;Pemulihan;Cedera;Sehat;'1-2
Eka/Arya;Wawo/Moel;Pemulihan;Sakit;Sakit;Sakit;'0-2
Moel/Wawo;Eka/Angga;Sakit;Pemulihan;Sakit;Sakit;'0-2
David/Arya;Wirawan/Moel;Sehat;Sakit;Cedera;Sakit;'1-2
Dennis/Wawo;Angga/David;Cedera;Sakit;Pemulihan;Sehat;'1-2
David/Moel;Arya/Dennis;Sehat;Sakit;Pemulihan;Cedera;'2-1
Arya/Moel;Eka/Wirawan;Sakit;Sehat;Sakit;Sehat;'0-2
David/Arya;Eka/Wawo;Pemulihan;Pemulihan;Sakit;Sakit;'2-1
Dennis/Eka;Arya/Wawo;Sehat;Pemulihan;Sakit;Sehat;'1-2
Wirawan/David;Wawo/Angga;Pemulihan;Pemulihan;Pemulihan;Cedera;'1-2
Eka/Wirawan;Arya/Wawo;Sakit;Sakit;Pemulihan;Sakit;'2-1
Moel/Wirawan;Arya/Wawo;Sehat;Sakit;Sakit;Sakit;'0-2
Eka/Wawo;Dennis/Angga;Pemulihan;Sakit;Pemulihan;Sehat;'1-2
David/Dennis;Arya/Wawo;Pemulihan;Pemulihan;Pemulihan;Sehat;'2-0
Dennis/Eka;David/Moel;Sakit;Cedera;Cedera;Sakit;'2-1
Wirawan/Dennis;Angga/Arya;Cedera;Cedera;Sakit;Cedera;'2-1
David/Eka;Dennis/Arya;Cedera;Sakit;Sehat;Pemulihan;'1-2
David/Arya;Angga/Eka;Sehat;Sehat;Sehat;Cedera;'1-2
Eka/Arya;Angga/David;Pemulihan;Sehat;Sakit;Sehat;'1-2
David/Wirawan;Angga/Eka;Sakit;Pemulihan;Sehat;Sakit;'2-0
Wawo/Moel;Angga/David;Sakit;Sakit;Cedera;Sakit;'0-2
Eka/Wirawan;Dennis/Arya;Sehat;Sakit;Pemulihan;Cedera;'2-1
Moel/Wawo;Angga/Wirawan;Pemulihan;Sehat;Sakit;Pemulihan;'2-0
Wawo/Angga;Eka/Wirawan;Sakit;Pemulihan;Sakit;Sehat;'2-1
Wawo/Arya;Moel/Angga;Sakit;Pemulihan;Pemulihan;Cedera;'1-2
Moel/Dennis;David/Wirawan;Sakit;Sehat;Cedera;Pemulihan;'0-2
Moel/Wirawan;Angga/Eka;Pemulihan;Sakit;Sehat;Sakit;'2-0
Moel/Arya;Eka/Dennis;Cedera;Sehat;Sakit;Pemulihan;'2-1
Wawo/Angga;Arya/Dennis;Sakit;Cedera;Pemulihan;Sehat;'2-0
Wawo/Moel;Arya/Eka;Sehat;Pemulihan;Pemulihan;Sehat;'1-2
Dennis/Eka;Arya/Angga;Sakit;Pemulihan;Cedera;Cedera;'2-1
Wirawan/Moel;Wawo/Dennis;Cedera;Sakit;Sehat;Sehat;'1-2
Dennis/David;Wawo/Eka;Cedera;Cedera;Sakit;Pemulihan;'2-1
Arya/Wirawan;Dennis/Wawo;Sakit;Cedera;Sakit;Pemulihan;'1-2
Moel/Eka;David/Arya;Sehat;Sehat;Cedera;Cedera;'2-0
Wawo/Wirawan;Arya/Angga;Cedera;Sakit;Sehat;Pemulihan;'1-2
Moel/Wirawan;Dennis/Eka;Pemulihan;Sehat;Pemulihan;Pemulihan;'1-2
Eka/David;Wirawan/Arya;Sehat;Pemulihan;Sehat;Sakit;'2-1
Wirawan/Angga;Wawo/Eka;Sakit;Cedera;Sehat;Pemulihan;'2-1
David/Moel;Dennis/Angga;Sehat;Cedera;Sakit;Cedera;'2-1
Dennis/Wirawan;Moel/Wawo;Cedera;Sehat;Cedera;Cedera;'2-0
Wirawan/Wawo;David/Arya;Sehat;Sehat;Sakit;Sehat;'2-0
Angga/David;Arya/Wawo;Cedera;Cedera;Cedera;Sakit;'0-2
Arya/Wirawan;Moel/Wawo;Sehat;Pemulihan;Pemulihan;Pemulihan;'1-2
Wirawan/Wawo;Angga/David;Sakit;Pemulihan;Sehat;Pemulihan;'1-2
Eka/Arya;Wirawan/David;Sakit;Pemulihan;Cedera;Cedera;'0-2
Moel/Wawo;Arya/Wirawan;Sehat;Sehat;Cedera;Sakit;'2-1
Wirawan/Moel;Angga/Dennis;Sakit;Sehat;Cedera;Sehat;'0-2
David/Moel;Dennis/Wirawan;Sehat;Sakit;Cedera;Sakit;'0-2
Wirawan/Dennis;Moel/Eka;Sehat;Sehat;Cedera;Sakit;'2-1
Moel/Wirawan;Dennis/Wawo;Sehat;Sakit;Sakit;Sehat;'2-1
Wawo/David;Wirawan/Angga;Cedera;Cedera;Sakit;Cedera;'0-2
Angga/Moel;Dennis/Wawo;Sakit;Sehat;Sakit;Sehat;'2-1
Dennis/Eka;Arya/Moel;Sakit;Sehat;Cedera;Pemulihan;'2-0
Arya/Dennis;Angga/Wawo;Sakit;Cedera;Pemulihan;Sakit;'0-2
David/Angga;Eka/Wirawan;Cedera;Sakit;Cedera;Pemulihan;'2-1
Moel/Angga;David/Arya;Sakit;Sehat;Pemulihan;Sehat;'1-2
Arya/Dennis;Eka/Wirawan;Sehat;Pemulihan;Sakit;Sehat;'2-0
Wawo/Dennis;Eka/Moel;Sakit;Sehat;Cedera;Cedera;'0-2
Eka/Angga;David/Wawo;Sehat;Sehat;Pemulihan;Cedera;'2-0
Angga/Wawo;Dennis/David;Cedera;Sakit;Sehat;Sehat;'2-0
Angga/Wawo;Wirawan/David;Cedera;Pemulihan;Cedera;Cedera;'2-0
Eka/Dennis;Angga/Wirawan;Cedera;Sakit;Pemulihan;Sakit;'1-2
Moel/David;Dennis/Wawo;Cedera;Cedera;Pemulihan;Pemulihan;'2-1
Arya/David;Angga/Moel;Sakit;Cedera;Pemulihan;Cedera;'2-0
Eka/Wawo;Moel/Dennis;Pemulihan;Sakit;Cedera;Pemulihan;'2-1
Angga/Wawo;Arya/Moel;Sehat;Sakit;Sakit;Cedera;'2-0
David/Arya;Wawo/Angga;Sehat;Pemulihan;Sehat;Cedera;'0-2
Wawo/David;Dennis/Eka;Pemulihan;Pemulihan;Cedera;Sehat;'2-1
Arya/Eka;Angga/Dennis;Sehat;Sehat;Sehat;Sakit;'2-0
Arya/Eka;Angga/Wirawan;Sakit;Cedera;Sakit;Sehat;'2-0
Angga/David;Wirawan/Arya;Sehat;Sehat;Sehat;Sakit;'2-0
Moel/Eka;Dennis/Arya;Sakit;Cedera;Pemulihan;Pemulihan;'0-2
Angga/Moel;Eka/Arya;Pemulihan;Pemulihan;Cedera;Pemulihan;'1-2
Arya/Wirawan;Moel/Eka;Pemulihan;Sakit;Sakit;Pemulihan;'2-0
Moel/Wirawan;Dennis/Arya;Pemulihan;Pemulihan;Sakit;Cedera;'2-1
Moel/Angga;Dennis/Arya;Sakit;Sehat;Sakit;Sehat;'2-0
Wawo/David;Angga/Eka;Cedera;Cedera;Sakit;Sakit;'2-1
Arya/Moel;David/Dennis;Sakit;Cedera;Pemulihan;Cedera;'1-2
Moel/Wirawan;Angga/Dennis;Pemulihan;Sehat;Sakit;Sehat;'1-2
Angga/David;Wirawan/Eka;Sakit;Pemulihan;Cedera;Sakit;'1-2
Dennis/Wawo;Moel/David;Cedera;Pemulihan;Sakit;Sehat;'2-1
Dennis/Angga;Moel/Arya;Cedera;Sehat;Pemulihan;Cedera;'0-2
Eka/Moel;Angga/David;Pemulihan;Cedera;Cedera;Sehat;'1-2
Moel/Angga;David/Wirawan;Sehat;Sehat;Pemulihan;Cedera;'2-0
Moel/Dennis;Angga/Eka;Pemulihan;Pemulihan;Pemulihan;Cedera;'2-1
Wawo/Eka;Moel/Arya;Pemulihan;Pemulihan;Pemulihan;Pemulihan;'0-2
Eka/Angga;Wawo/Arya;Cedera;Pemulihan;Cedera;Sehat;'0-2
Wirawan/Arya;Dennis/Angga;Sehat;Sehat;Sehat;Sakit;'0-2
Eka/Dennis;Arya/Wawo;Pemulihan;Cedera;Pemulihan;Cedera;'2-0
Arya/Moel;Angga/Wirawan;Pemulihan;Sakit;Sakit;Pemulihan;'1-2
Angga/Wirawan;David/Eka;Sehat;Sehat;Sakit;Cedera;'2-0
Wawo/Dennis;Arya/Wirawan;Pemulihan;Sehat;Sehat;Sehat;'2-0
Arya/Dennis;Angga/Eka;Pemulihan;Sehat;Sakit;Pemulihan;'0-2
Dennis/Arya;Eka/David;Sakit;Sakit;Pemulihan;Sakit;'2-1
Arya/Wirawan;Moel/Dennis;Pemulihan;Sehat;Cedera;Sehat;'0-2
Angga/David;Wirawan/Arya;Cedera;Sakit;Cedera;Cedera;'1-2
Wawo/Eka;Dennis/David;Pemulihan;Cedera;Sakit;Sehat;'1-2
David/Wawo;Dennis/Wirawan;Sehat;Sakit;Pemulihan;Sehat;'1-2
Eka/David;Dennis/Arya;Cedera;Cedera;Cedera;Pemulihan;'2-0
Angga/Wawo;Moel/Eka;Pemulihan;Sakit;Cedera;Sakit;'2-1
Angga/David;Eka/Moel;Sakit;Sakit;Sakit;Pemulihan;'2-0
Dennis/Moel;Angga/Arya;Pemulihan;Cedera;Pemulihan;Sehat;'0-2
Arya/Angga;Moel/Dennis;Pemulihan;Sakit;Sakit;Sakit;'0-2
Eka/Angga;David/Moel;Sehat;Pemulihan;Pemulihan;Sehat;'1-2
Wawo/Wirawan;Eka/Dennis;Cedera;Cedera;Sakit;Sakit;'2-1
Angga/Dennis;Arya/Eka;Sehat;Cedera;Cedera;Cedera;'2-0
Dennis/Wirawan;Eka/Arya;Sakit;Cedera;Cedera;Cedera;'1-2
Dennis/Wawo;David/Angga;Pemulihan;Pemulihan;Cedera;Cedera;'2-1
Angga/Wirawan;Arya/Moel;Sehat;Sehat;Sakit;Pemulihan;'0-2
Dennis/Arya;Wirawan/Eka;Sehat;Pemulihan;Cedera;Sakit;'1-2
Angga/Arya;Moel/Wirawan;Sehat;Sehat;Cedera;Sakit;'2-0
Angga/Eka;Wawo/David;Pemulihan;Sehat;Cedera;Sakit;'2-1
Moel/Arya;Dennis/Eka;Sehat;Cedera;Pemulihan;Cedera;'0-2
Eka/Arya;Wawo/Dennis;Sakit;Cedera;Sakit;Pemulihan;'1-2
Moel/Arya;Wawo/Wirawan;Pemulihan;Sakit;Cedera;Cedera;'2-1
Eka/Moel;Dennis/Wirawan;Cedera;Cedera;Cedera;Sehat;'2-1
Arya/Wawo;Moel/Wirawan;Cedera;Sakit;Pemulihan;Sehat;'1-2
Moel/Dennis;Arya/Wawo;Sakit;Pemulihan;Cedera;Sakit;'1-2
Wirawan/Wawo;Moel/Arya;Pemulihan;Cedera;Sehat;Sakit;'2-1
Moel/Arya;Wirawan/David;Sehat;Sakit;Sehat;Cedera;'0-2
Wawo/Eka;Dennis/Angga;Pemulihan;Cedera;Pemulihan;Sakit;'1-2
Arya/Moel;Eka/Wawo;Sakit;Sakit;Pemulihan;Cedera;'1-2
Angga/Wawo;Arya/David;Cedera;Pemulihan;Cedera;Cedera;'2-1
David/Moel;Arya/Eka;Sakit;Pemulihan;Sakit;Pemulihan;'2-0
Moel/Wirawan;Wawo/Eka;Pemulihan;Pemulihan;Pemulihan;Sakit;'1-2
Wawo/Wirawan;Dennis/David;Pemulihan;Pemulihan;Pemulihan;Sehat;'0-2
Wawo/Eka;Dennis/David;Cedera;Sehat;Sehat;Cedera;'0-2
Angga/Dennis;Moel/Arya;Pemulihan;Sakit;Cedera;Pemulihan;'1-2
Eka/Wawo;Wirawan/Arya;Sakit;Cedera;Cedera;Cedera;'1-2
Angga/Arya;David/Moel;Sehat;Cedera;Cedera;Cedera;'2-1
Arya/Wawo;Dennis/Moel;Cedera;Sakit;Sehat;Cedera;'1-2
Dennis/David;Wirawan/Moel;Sakit;Sehat;Sakit;Sehat;'1-2
Wirawan/Angga;Moel/Eka;Sehat;Pemulihan;Sakit;Pemulihan;'1-2
Moel/Wawo;Eka/David;Pemulihan;Sakit;Sakit;Sakit;'1-2
Wirawan/Arya;Eka/Angga;Sehat;Sakit;Pemulihan;Sehat;'2-0
Eka/Angga;Wirawan/Wawo;Pemulihan;Sakit;Cedera;Cedera;'0-2
Wirawan/Dennis;Eka/Moel;Pemulihan;Sehat;Sehat;Sehat;'1-2
Angga/Arya;Moel/Dennis;Pemulihan;Sakit;Sehat;Cedera;'2-0
Moel/Angga;Dennis/Wawo;Cedera;Sehat;Sehat;Pemulihan;'0-2
Wawo/Arya;Wirawan/Eka;Sakit;Pemulihan;Sakit;Sakit;'1-2
David/Moel;Angga/Arya;Pemulihan;Pemulihan;Sakit;Cedera;'1-2
Dennis/Moel;Eka/David;Cedera;Sakit;Pemulihan;Sehat;'2-1
Moel/Eka;Dennis/Wawo;Sehat;Sehat;Sehat;Pemulihan;'1-2
Dennis/Arya;Moel/Wawo;Sehat;Sehat;Cedera;Sakit;'2-1
Eka/Wawo;David/Dennis;Pemulihan;Pemulihan;Sehat;Pemulihan;'1-2
Angga/Wawo;Arya/David;Sehat;Sakit;Sakit;Sakit;'2-0
Eka/Moel;David/Arya;Sakit;Sehat;Sakit;Pemulihan;'1-2
Wawo/Wirawan;Moel/David;Sehat;Cedera;Cedera;Sakit;'0-2
Angga/Wirawan;David/Arya;Cedera;Cedera;Sehat;Sehat;'2-1
Angga/Wawo;Dennis/Arya;Sakit;Cedera;Sakit;Cedera;'2-1
Wirawan/Eka;David/Angga;Cedera;Pemulihan;Pemulihan;Pemulihan;'2-1
Wirawan/Moel;Eka/Dennis;Sakit;Pemulihan;Sakit;Cedera;'0-2
Angga/Wawo;Moel/Arya;Sakit;Cedera;Pemulihan;Cedera;'1-2
Moel/David;Eka/Arya;Sehat;Cedera;Sehat;Pemulihan;'1-2
Wawo/Wirawan;Angga/Dennis;Sehat;Sehat;Pemulihan;Sakit;'0-2
Arya/Angga;Eka/Wawo;Sehat;Cedera;Sakit;Pemulihan;'1-2
Angga/Arya;Moel/David;Sehat;Cedera;Cedera;Pemulihan;'2-1
Wirawan/David;Moel/Angga;Sehat;Sakit;Cedera;Sehat;'0-2
Arya/Wawo;Moel/Wirawan;Cedera;Cedera;Cedera;Sakit;'1-2
Angga/Wawo;Eka/Arya;Sehat;Sakit;Sakit;Pemulihan;'2-1
Eka/David;Arya/Moel;Pemulihan;Cedera;Pemulihan;Pemulihan;'1-2
Eka/Arya;David/Moel;Pemulihan;Cedera;Pemulihan;Pemulihan;'2-0
Dennis/Angga;Moel/Arya;Sakit;Cedera;Cedera;Sehat;'0-2
Moel/Dennis;David/Wawo;Sehat;Pemulihan;Sakit;Sehat;'1-2
Moel/Wawo;Eka/David;Cedera;Sakit;Cedera;Pemulihan;'2-0
David/Wirawan;Wawo/Moel;Sehat;Pemulihan;Cedera;Sakit;'2-0
Eka/Arya;David/Wawo;Pemulihan;Pemulihan;Cedera;Pemulihan;'2-0
Wawo/Eka;Wirawan/Moel;Sehat;Pemulihan;Sakit;Sehat;'2-1
Eka/Wawo;David/Dennis;Pemulihan;Pemulihan;Cedera;Cedera;'1-2
Dennis/Eka;David/Wawo;Sakit;Cedera;Sehat;Sakit;'1-2
Angga/Wirawan;Dennis/Eka;Sehat;Sakit;Cedera;Sehat;'2-1
Angga/David;Arya/Moel;Sakit;Pemulihan;Pemulihan;Sehat;'2-1
Angga/David;Dennis/Wirawan;Pemulihan;Sehat;Pemulihan;Sakit;'1-2
Angga/Dennis;Wawo/Moel;Sakit;Cedera;Sakit;Sakit;'2-0
David/Wirawan;Angga/Dennis;Sakit;Cedera;Cedera;Sehat;'2-1
Dennis/Moel;Arya/David;Pemulihan;Pemulihan;Pemulihan;Sakit;'2-0
Moel/Eka;Wirawan/Dennis;Sakit;Cedera;Sehat;Cedera;'0-2
Wirawan/Arya;Dennis/Eka;Sehat;Cedera;Pemulihan;Pemulihan;'1-2
Wawo/David;Moel/Angga;Cedera;Sehat;Sakit;Cedera;'1-2
Wawo/Dennis;Eka/David;Sakit;Sehat;Pemulihan;Sehat;'0-2
Dennis/Arya;Wirawan/Eka;Pemulihan;Pemulihan;Sehat;Sehat;'1-2
Wawo/Angga;Eka/Dennis;Cedera;Pemulihan;Pemulihan;Sakit;'0-2
David/Dennis;Wawo/Eka;Sakit;Cedera;Pemulihan;Sehat;'1-2
Eka/Dennis;David/Angga;Cedera;Sakit;Sakit;Sehat;'1-2
Wirawan/Moel;Angga/Eka;Sehat;Cedera;Sakit;Sakit;'0-2
Arya/David;Wirawan/Angga;Sakit;Cedera;Pemulihan;Pemulihan;'2-0
Dennis/Arya;Wawo/Moel;Pemulihan;Pemulihan;Sehat;Cedera;'1-2
Arya/Wawo;Dennis/Wirawan;Sehat;Sehat;Cedera;Cedera;'1-2
Arya/Wirawan;Moel/David;Sakit;Sakit;Sehat;Pemulihan;'0-2
Wawo/Arya;Dennis/Angga;Sakit;Cedera;Sakit;Pemulihan;'0-2
Dennis/Eka;Wawo/Angga;Cedera;Cedera;Cedera;Sehat;'2-0
Moel/Wirawan;Arya/David;Sehat;Pemulihan;Sakit;Pemulihan;'0-2
Angga/Wirawan;David/Moel;Sehat;Cedera;Cedera;Sehat;'1-2
Wawo/Wirawan;Moel/David;Pemulihan;Sakit;Pemulihan;Cedera;'2-0
Dennis/David;Angga/Moel;Sehat;Sakit;Sakit;Cedera;'0-2
Wirawan/David;Arya/Dennis;Sakit;Sehat;Sakit;Cedera;'2-0
Wirawan/Angga;Dennis/Eka;Cedera;Pemulihan;Pemulihan;Sakit;'2-0
David/Arya;Angga/Wirawan;Sakit;Sakit;Pemulihan;Sakit;'2-1
Moel/Wawo;Dennis/Arya;Sakit;Cedera;Sakit;Sakit;'0-2
Moel/Arya;David/Angga;Cedera;Sakit;Sehat;Cedera;'1-2
Wawo/Moel;Eka/Dennis;Sehat;Sakit;Sakit;Cedera;'1-2
David/Arya;Wirawan/Eka;Sehat;Pemulihan;Cedera;Sehat;'2-0
Arya/David;Wirawan/Angga;Sakit;Sehat;Cedera;Sakit;'0-2
David/Eka;Dennis/Wawo;Pemulihan;Sakit;Sakit;Pemulihan;'1-2
Wirawan/Eka;Dennis/David;Pemulihan;Pemulihan;Sehat;Pemulihan;'2-1
Dennis/Eka;David/Moel;Sakit;Sakit;Sehat;Cedera;'0-2
Moel/Eka;Wawo/Dennis;Sakit;Sehat;Pemulihan;Sakit;'0-2
David/Angga;Eka/Dennis;Cedera;Pemulihan;Pemulihan;Sakit;'0-2
Moel/Angga;David/Eka;Pemulihan;Pemulihan;Cedera;Pemulihan;'2-1
Arya/Wirawan;David/Dennis;Sehat;Sehat;Sehat;Sehat;'2-0
Angga/Moel;Dennis/Arya;Pemulihan;Sehat;Pemulihan;Pemulihan;'0-2
Dennis/Wirawan;Angga/Wawo;Sakit;Sakit;Sakit;Cedera;'1-2
Moel/Wawo;Angga/Wirawan;Pemulihan;Pemulihan;Sehat;Pemulihan;'0-2
Dennis/Wirawan;David/Moel;Pemulihan;Sehat;Cedera;Cedera;'2-1
Wawo/Angga;Eka/Wirawan;Sehat;Sakit;Sakit;Sehat;'1-2
Dennis/Eka;Moel/Angga;Cedera;Sakit;Sakit;Sehat;'1-2
Angga/Eka;Arya/David;Cedera;Pemulihan;Pemulihan;Cedera;'1-2
Arya/Wawo;Angga/Eka;Sakit;Sehat;Cedera;Cedera;'1-2
Moel/Wirawan;Angga/Wawo;Cedera;Sehat;Sakit;Pemulihan;'0-2
Wawo/Moel;Arya/Wirawan;Pemulihan;Pemulihan;Cedera;Sakit;'1-2
Wirawan/Dennis;Eka/Angga;Pemulihan;Sehat;Cedera;Sakit;'1-2
Eka/Dennis;Angga/David;Sakit;Pemulihan;Sehat;Sehat;'2-1
Arya/Moel;Wawo/Angga;Sehat;Cedera;Cedera;Pemulihan;'2-0
Eka/Dennis;Arya/Angga;Sehat;Pemulihan;Sakit;Cedera;'2-1
Dennis/Moel;Eka/Arya;Pemulihan;Sakit;Sakit;Sakit;'1-2
Wirawan/Dennis;Eka/Arya;Cedera;Cedera;Cedera;Sehat;'2-0
Moel/Wirawan;Angga/Wawo;Sehat;Cedera;Sehat;Cedera;'1-2
Moel/Wirawan;Wawo/David;Sehat;Pemulihan;Sakit;Cedera;'2-0
Moel/Eka;Wirawan/Dennis;Cedera;Sakit;Cedera;Cedera;'1-2
Wawo/Dennis;David/Moel;Cedera;Cedera;Sakit;Pemulihan;'1-2
Angga/Eka;Wawo/Moel;Pemulihan;Sehat;Sehat;Pemulihan;'2-0
Eka/David;Angga/Arya;Sakit;Pemulihan;Pemulihan;Cedera;'2-1
Arya/Moel;Eka/Wawo;Pemulihan;Pemulihan;Pemulihan;Sakit;'2-1
David/Dennis;Moel/Eka;Sehat;Sakit;Sehat;Cedera;'0-2
Angga/Eka;David/Wirawan;Pemulihan;Cedera;Cedera;Sehat;'2-1
Angga/David;Wawo/Eka;Sakit;Cedera;Cedera;Sehat;'0-2
Wirawan/Dennis;David/Moel;Cedera;Sakit;Pemulihan;Sehat;'2-0
Eka/Arya;Angga/Wirawan;Sakit;Pemulihan;Cedera;Pemulihan;'1-2
Angga/David;Eka/Moel;Sehat;Pemulihan;Sehat;Sakit;'0-2
Dennis/Moel;Wawo/Eka;Pemulihan;Sakit;Sakit;Sakit;'2-0
Wawo/Moel;Angga/Eka;Cedera;Pemulihan;Sakit;Sakit;'1-2
Eka/David;Wawo/Dennis;Sakit;Sehat;Sakit;Sakit;'2-0
Angga/Moel;David/Arya;Cedera;Pemulihan;Sakit;Pemulihan;'0-2
Wirawan/Dennis;David/Angga;Sakit;Cedera;Sakit;Cedera;'2-1
Wawo/Moel;Wirawan/Eka;Sakit;Sehat;Cedera;Sakit;'0-2
